Employment_Sector;Education_Level;Years_at_Residence;Income_Fluctuations;Cash_Flow_Stability;Recurring_Expenses;Utility_Payments_On_Time;Rental_History_On_Time;Subscription_Payments;Spending_Patterns;Real_Time_Transactions;E_Commerce_Activity;Local_Job_Market_Stability;Inflation_Impact;Economic_Downturn_Resilience
Healthcare;PhD;17;1,261668368;4962,63233;42,58489775;75,73921175;94,34204514;70,36911396;64,61818382;0;2139,202853;13,06870305;6,221587328;0,751759387
Education;PhD;24;0,948605191;2934,513045;54,24568886;75,66302523;94,44275492;58,87047351;66,0606934;1;1653,164774;13,78130508;6,955886393;0,874852273
Retail;Bachelor's;9;0,507601947;4931,805848;48,72229148;55,36111971;87,28668668;55,48181413;68,13363754;0;451,5928015;8,582831756;7,490222682;1,299947049
Finance;Master's;9;0,389932885;4725,483899;71,72456855;71,17410046;51,7578496;78,35163918;85,40821604;6;2813,270598;9,723360298;3,297080952;1,334255504
Education;PhD;1;0,3132589;2537,661714;26,32431716;72,61833796;78,75352095;96,4167886;76,57529218;1;2395,203628;11,20591535;1,803247765;0,804182478
Retail;PhD;2;1,359237298;1393,209836;53,22940644;86,68214202;89,32917354;52,7393524;59,87123096;0;522,7722908;12,82586269;1,708152912;0,969014431
Retail;Master's;28;1,094189605;1241,981495;50,77876099;92,0009416;50,86440224;71,07771241;63,25723482;5;3062,447535;3,579645204;4,835363936;1,373819776
Tech;PhD;16;1,412329813;1579,952137;36,88357893;77,24911391;77,48423068;85,37677189;27,09922096;5;3689,765601;12,53090101;9,512599682;0,552673332
Healthcare;PhD;29;0,944608528;3695,596883;69,33368675;54,3391477;92,88820729;73,13439158;62,58550601;9;3836,391505;8,256589957;2,959561308;1,389144962
Healthcare;Bachelor's;1;0,762761234;1728,274976;65,17091935;61,84247353;73,70510379;90,32479731;43,97432099;1;4526,865941;7,858104526;3,310674412;0,719184346
Education;High School;10;0,183603085;2036,413713;63,97155124;58,24670134;50,20531014;58,98226579;22,23694965;0;2047,353709;7,510696776;1,907999219;1,178539244
Healthcare;High School;18;1,040299194;2519,504618;72,5715487;56,23075316;50,55066792;97,97971025;74,51222554;9;4765,363843;8,619750608;6,450132465;1,082551696
Finance;High School;26;0,915092264;4609,547062;63,36707604;68,29496493;70,83180187;69,25813139;50,81976798;2;4327,147025;14,28565719;7,118855866;1,052940748
Healthcare;High School;28;1,486292451;1352,27038;33,9104775;61,46967511;57,75043337;67,07848165;88,19400334;9;1482,507855;9,126649046;6,786380873;1,359360225
Education;PhD;8;0,434822289;522,6194867;62,3337627;60,91515559;83,22253285;93,73028973;32,53434836;4;796,4151867;14,391308;8,750172187;0,601572144
Healthcare;Master's;21;0,843032297;770,4338467;38,4621688;52,73465873;85,43996325;78,19335159;48,45360898;5;2176,946981;4,343771698;5,377832515;0,847028025
Finance;Master's;28;1,011340269;4571,448538;34,53047902;50,88350224;58,89398977;75,8222171;45,83963637;2;2009,49354;11,41376772;2,210113367;1,038252746
Tech;Bachelor's;11;1,002427645;3413,824092;24,38021557;55,13841213;94,42666443;86,34889598;19,66236179;8;2878,596527;12,559114;3,604646176;1,311288854
Education;Bachelor's;23;0,88581096;1728,682787;64,64171482;58,60987397;72,09539225;78,99171191;44,08922231;4;2916,931162;10,82867481;6,961869761;0,716443083
Tech;PhD;2;1,187699214;1297,366255;62,66005772;71,54918644;57,14229538;58,12578224;33,00427651;1;3749,934922;9,889989643;6,518097764;1,302929841
Tech;Master's;8;0,386973693;1824,200315;34,06996866;75,52601306;88,2125799;83,70988114;22,82563771;9;2549,449741;9,342566154;5,779028168;0,899638482
Tech;Master's;27;1,11587808;1016,586173;64,962741;57,02959591;89,498725;56,67344396;32,57244672;5;524,1132047;13,19209627;7,146679768;0,688913856
Retail;High School;22;0,9676284;4736,898096;75,07045299;71,23916708;81,96477363;90,29288527;28,6601353;7;4291,456678;12,68140576;6,736517653;1,25898644
Retail;PhD;8;1,354505157;4028,927785;26,48173745;67,08744212;92,67327766;99,48682989;68,72588248;5;1548,822916;3,589753375;8,931924005;0,590898901
Tech;PhD;17;1,286072215;2580,760296;33,9581983;59,17118217;86,8686486;68,86938125;12,46201426;3;4856,487302;13,03163954;6,274147397;1,014767374
Education;High School;15;0,541205855;4392,331723;65,01564765;50,34203741;94,11028686;72,23779491;59,39701983;5;589,3005434;7,382892053;8,007412228;0,563875784
Finance;PhD;17;0,486732255;1622,561919;36,47040041;73,35089333;71,69440242;52,32168277;70,85290736;7;4791,255861;5,29805879;3,238364404;0,856417855
Finance;PhD;28;1,474314653;3727,042558;57,47983846;84,28258746;87,3798564;50,6866594;48,45787652;7;455,0590344;13,30699138;7,103643261;1,101076799
Healthcare;Bachelor's;23;0,838171253;4352,596246;24,86985347;61,31386671;99,98757817;96,07096674;84,5251984;9;1155,18069;7,616322395;9,119747065;1,056115541
Education;Master's;24;1,368989349;2105,459202;47,13214875;56,59034149;86,24655988;56,43120302;66,63045562;1;232,8997104;12,50874097;4,471590951;0,904655418
Retail;PhD;13;0,329433433;3908,590005;64,34548532;94,35213722;55,70918901;72,28893738;69,8338921;7;3525,565733;5,424246955;8,011937686;0,929047994
Tech;Bachelor's;19;0,999946481;1827,825572;61,19083658;63,75123862;75,91593612;90,76773119;25,754679;5;4251,493683;2,051081178;7,523103711;0,726769553
Healthcare;Master's;5;1,233804262;1844,857109;68,90432604;61,18063099;79,36738956;94,465938;72,18364607;1;2170,355409;8,440969508;1,535735772;0,955882588
Finance;High School;12;1,426353349;981,7573035;72,6471276;92,85484698;58,71053375;75,96988426;76,56757889;0;4642,610375;3,302967336;6,233574787;1,453254856
Retail;Bachelor's;1;0,572276197;2480,261209;66,39101008;90,85535496;98,14458171;78,25162625;38,90131107;5;2951,495359;11,80688742;2,171704143;1,350452918
Retail;Bachelor's;23;1,114973638;3783,703579;60,29526458;72,41732353;58,77898888;83,48419862;27,06904544;6;3150,035677;5,588976769;9,70587255;0,645232869
Tech;Master's;5;0,854338213;4730,993625;21,90334951;74,46194307;58,87789599;98,06912351;40,80405434;9;4227,096009;7,767393406;8,302667524;0,529780787
Finance;High School;8;0,184880496;3217,086464;52,0980004;60,88743524;95,7583569;80,13349805;69,16863752;4;1484,001025;3,131436346;1,987514211;1,433524313
Education;Bachelor's;13;1,065999632;4384,10992;22,26186349;53,91508352;73,26027166;77,97376297;43,41112047;9;1771,328607;5,72657023;2,095767979;1,02674975
Retail;PhD;8;1,066135182;4201,225922;68,48406903;78,67159127;53,15941396;50,72670676;68,93215002;7;4529,759596;12,15937316;6,350264694;1,037837823
Tech;PhD;25;1,402849527;1280,043738;39,24347147;54,91724608;79,909375;54,0474851;19,08516328;8;4504,81748;3,970642855;4,104002568;1,280717996
Education;PhD;23;0,796237425;2686,17843;53,74576245;72,46372735;80,09131743;78,85858133;74,48093684;3;4882,413881;10,41307429;1,314152732;0,814688974
Finance;High School;11;0,422351289;1026,15591;36,76671844;97,02485993;53,22503793;96,81201939;30,25659853;6;4509,191582;13,92653609;5,87477357;0,981907569
Retail;Bachelor's;1;0,162389353;3569,689227;66,95000866;97,64171946;98,62612478;93,33456742;29,91431902;7;636,8601802;10,83787788;4,490605897;1,468662913
Education;PhD;13;0,681899061;4774,548507;73,1901516;61,96661433;77,20149826;99,12894615;57,23047722;5;4118,621431;12,54328196;1,909688431;1,172148687
Education;High School;19;0,52268338;1116,902561;43,91854965;81,205671;77,98978611;76,39170188;15,60944366;1;2049,192391;3,416631181;8,21728353;0,653745032
Education;PhD;24;1,165523628;3802,474089;71,77534361;73,70381321;76,00577073;89,39654692;12,10381813;6;4954,00678;5,259513738;9,235690888;0,633226748
Retail;Master's;3;0,595974871;3345,071679;36,02450045;93,78425638;80,53658898;92,02001657;30,88229322;8;2361,404822;13,62900508;7,809345406;0,704264758
Retail;Bachelor's;24;1,428699675;3126,222667;52,07965538;63,57154321;63,21498764;82,40158287;53,04540406;4;2769,180413;11,29637298;8,40180079;1,266711674
Healthcare;Bachelor's;17;1,447234284;2255,541056;71,52568579;50,18512034;64,3620674;66,93749521;82,6093109;1;2648,874576;10,31419974;2,948415105;0,795377004
Finance;High School;5;0,969272026;2098,092415;39,55288056;58,1280603;75,56695449;73,49892173;77,7148141;3;1608,685149;10,62896757;3,372156558;0,521388847
Tech;High School;20;1,400124402;703,6213506;77,2425359;67,47614006;90,33429274;92,89585361;49,23571679;2;375,1104445;7,384607206;2,876747863;1,444174364
Education;Bachelor's;21;1,165196082;1480,589187;27,31277011;65,78605649;52,49322882;64,9273963;12,9641595;3;4478,256152;2,579236211;7,885570882;0,669713416
Healthcare;PhD;8;0,865603497;568,2959703;21,09650418;89,56814596;80,17021061;96,18715656;52,82021877;9;4013,379063;12,19774005;9,53125371;0,509558186
Tech;PhD;26;0,35243111;3116,376975;74,24812115;84,02803331;90,33890713;61,49031707;66,38364799;6;697,6339028;10,82327207;7,451534861;0,737131602
Healthcare;Master's;14;0,742037121;976,3395615;24,11891997;64,97781598;57,8458636;87,47582076;37,1331626;9;3883,841357;8,146458033;8,933200884;0,735028787
Retail;PhD;4;0,885224249;4428,587273;79,51335176;72,88719086;50,7511271;81,52796172;18,88506426;7;3129,23333;13,696875;6,748291854;0,922005251
Education;High School;11;1,309546213;2854,143593;77,08381172;54,7779552;65,63566476;87,47997206;32,28543626;0;2045,71894;6,370075645;4,488939105;1,420389832
Tech;High School;20;0,773866727;3648,604591;28,2212546;94,90732224;79,40718534;71,86737862;71,72710916;7;1270,105745;5,826182675;4,831854534;1,379184918
Tech;PhD;15;1,356744542;2348,856913;52,25507754;96,77124122;56,91415867;96,63205313;38,09950658;4;4298,643918;13,34635223;1,67789289;0,956894555
Tech;High School;19;1,044088571;3022,609141;31,09521785;98,99017677;71,30611855;81,62361012;74,95851925;6;3500,941296;12,36083951;1,283114757;0,910899905
Tech;Bachelor's;7;0,291798688;4741,966296;45,68931038;93,42764154;77,61607487;64,41479023;35,56171614;0;2738,699547;8,694737538;7,259280438;1,055009086
Tech;Bachelor's;19;1,492973917;872,3031783;23,68550776;58,69804438;79,94415474;81,92275353;23,08440307;1;3047,842669;3,699551613;4,945860028;0,743454012
Healthcare;PhD;28;0,838125725;1642,719974;33,43547527;52,30982416;63,72058605;64,34078736;44,86786876;0;455,3309104;4,795929129;5,969935612;0,552184992
Education;Bachelor's;19;0,648601615;4009,947471;41,79636778;78,97983637;70,0014818;64,68161959;46,18196098;4;2369,598805;10,53096388;6,018951229;1,439224136
Retail;Bachelor's;11;1,02275927;944,317431;46,31885001;95,63025134;88,91696145;69,97992558;11,28865748;5;968,5014639;7,005536092;3,49638232;0,686698985
Retail;Master's;26;0,25245064;840,4749676;78,64977549;58,86756808;97,06073471;92,62152088;19,36360582;9;1041,918395;12,87415149;5,283032597;0,698400729
Retail;Master's;5;0,991154105;2126,936294;68,47193874;50,35214573;93,09401656;75,01489372;24,7940815;8;3306,519811;14,34941512;5,236841995;0,972460329
Retail;Bachelor's;5;0,797530401;914,7558131;64,24459666;90,2748023;78,21417509;83,94504211;19,08698539;7;4556,280759;12,47328003;4,495844991;0,991613345
Healthcare;PhD;22;0,669343698;3132,85299;52,22247888;53,83978421;70,51464015;69,59838701;37,32208603;6;2018,783052;6,908090499;8,386078451;0,51843421
Finance;Master's;8;1,43422803;1518,238629;70,39986564;70,6853016;66,64783072;63,18027199;87,16982845;4;1038,746365;12,25292358;5,060476033;0,647954739
Education;High School;10;0,831555603;4530,640834;40,35937014;83,94436686;56,2478283;97,73200804;50,73780307;2;3243,734686;6,568741755;6,432800721;0,878154819
Tech;High School;6;0,406764471;4025,750364;62,53394677;61,83987927;55,32756236;80,17906236;60,20448191;8;4355,935232;4,172301141;9,059681083;1,183730694
Finance;High School;15;0,742548871;3648,673427;79,62703852;54,19812817;84,41788125;96,69756693;38,51091828;4;3741,594006;2,434111663;8,796102606;0,728418457
Retail;PhD;16;1,387142366;3276,248123;38,87773454;88,50106142;62,98972081;60,17065011;35,87902093;2;4343,786153;7,014317266;9,013799834;0,923014446
Finance;Bachelor's;28;0,34653366;4385,595787;60,44105209;81,50875424;62,73308432;57,3447082;11,85174175;2;2682,773355;13,74627095;3,430044968;1,057345065
Education;High School;17;0,399539854;1503,779277;70,65889185;99,42452422;99,90975272;92,79114536;50,02669245;2;3759,381222;5,106825641;1,314842395;1,388592495
Tech;PhD;8;0,118241395;4428,989792;74,948455;67,21540167;59,39629789;84,04586063;48,68872054;5;700,3227968;4,684671144;3,349601199;0,826070502
Tech;Master's;8;0,119866069;4052,715343;63,07596146;53,08811931;57,40298797;59,32892496;22,62645809;0;1741,373077;14,60767021;3,508366111;0,633558266
Education;Bachelor's;25;1,261148278;3866,723719;37,01647541;86,71750177;54,93426139;63,46798503;71,14592002;3;1947,745822;2,325053467;9,184242941;0,989272226
Education;Master's;9;1,12497165;3025,650551;39,57692909;76,08667094;78,99026726;90,03319708;49,41394642;7;2556,478731;12,21516796;6,843184596;1,246721602
Retail;PhD;2;0,597057479;1608,098724;21,24548193;60,66019657;81,3931913;72,693431;37,11951761;2;4645,381801;6,177809425;1,735335636;0,609859757
Tech;High School;15;1,07763562;2405,965622;65,65315866;89,08644945;68,26139631;83,52702533;21,75271272;4;4371,482801;2,487343439;2,218407364;0,924683492
Finance;High School;18;0,653288297;4071,067945;22,56437636;60,18777429;76,77066678;65,91760111;54,17286616;1;672,6274614;13,93143302;2,40108513;0,517785141
Healthcare;PhD;3;1,434055514;643,0031796;71,87914128;63,03308274;89,41997655;69,06149764;70,22536209;1;863,9482594;3,815350293;6,673795734;0,533559182
Healthcare;High School;17;1,453873754;4019,228462;27,11963687;54,62642772;90,90520842;99,53562793;32,55994821;6;1788,202748;9,173130688;7,61872623;0,982953363
Education;Bachelor's;4;0,649911286;1580,318332;30,31259073;69,97161395;97,89560379;62,38085436;27,50354813;9;1453,719329;5,562704697;8,736795195;0,798197298
Retail;PhD;4;1,295910669;1149,391403;48,59158825;70,9464612;91,2133993;75,32281885;51,75479713;2;3073,854766;2,847506428;9,465728957;1,345107299
Healthcare;Master's;14;1,182324658;1020,655932;64,27282491;75,72808952;78,24207184;92,22011716;22,4274642;4;4513,880239;2,648992314;2,815341016;1,102154306
Tech;PhD;9;0,533999912;622,6250538;28,34013231;85,44821336;58,98284829;61,96116068;63,32907093;2;4811,457708;3,502237085;3,787952363;0,953932962
Education;Bachelor's;9;0,42485576;2856,139183;46,4042645;95,30504643;54,98817789;70,76068783;58,42749024;5;3268,014763;2,927771181;3,162905927;0,907935371
Finance;Bachelor's;25;0,741528511;1482,169427;48,97107646;56,88670494;52,7255945;80,75456437;16,96656397;9;4190,796007;11,8872555;4,228854107;0,99724548
Education;PhD;26;1,193888377;4952,442946;32,7371385;52,71740492;83,32629159;74,05940757;12,92163035;2;2626,011001;8,31236063;9,231985967;0,540438831
Finance;PhD;23;1,444234899;3084,965401;26,9335026;50,92656168;90,37681277;72,97511333;59,62309221;7;1041,634734;6,457597188;6,176013102;1,392793356
Education;High School;18;1,169010696;1120,483712;70,18525538;57,1810689;75,43419753;68,12548657;33,54350192;1;2623,44206;7,438795832;7,643727076;1,498303156
Education;Bachelor's;10;1,297289779;3599,431434;50,14793899;82,89747429;52,73570874;79,33231639;16,91566025;2;2775,413007;14,07630756;5,411073125;0,681487125
Education;PhD;21;0,944290029;4539,846049;20,86287416;86,3738539;76,77352873;81,2186349;70,7542964;7;3712,287821;13,83977357;1,25972122;0,620382965
Finance;PhD;4;1,269570963;3853,307729;68,17887808;89,32528568;96,78746308;82,66447705;35,12352024;7;1099,414949;11,30379424;1,577759374;0,643577463
Finance;Bachelor's;12;1,198189201;843,9793747;78,84762832;62,1854106;79,88065955;53,5184054;46,76796397;0;1841,55191;13,50087091;5,841307281;1,161027058
Education;PhD;27;0,627779759;4531,478815;56,35557172;65,29474066;90,47137442;81,55170879;28,9450342;7;1820,137346;6,155424359;7,469101313;1,161440838
Healthcare;High School;8;0,872786423;4072,682236;50,22250323;74,15673228;90,00763242;97,66185894;60,18536627;9;4797,197979;6,954421238;2,937974748;1,347924162
Retail;Bachelor's;2;1,226654371;1212,36755;72,70495178;53,15915484;96,60645499;77,04931178;34,11907323;1;2219,724802;9,978258364;7,497186166;1,251826388
Retail;High School;22;0,164479428;733,0364993;77,15100738;80,55707616;88,51143828;85,76335413;87,4416769;6;3775,469836;10,10713731;8,295991961;0,949689673
Retail;High School;13;1,231310995;3007,897589;65,27221495;99,18675168;87,3850257;77,83661539;66,23580389;5;3754,056907;8,262097894;4,707077305;1,112855362
Finance;High School;21;0,349043374;1202,161151;46,72717578;68,04031557;61,70513325;92,73703093;20,93778211;1;1327,720924;7,20855203;7,717773096;1,18828467
Finance;High School;16;0,820557064;4255,659287;55,53328396;87,64237375;52,99625777;96,47915473;43,33558717;4;2859,348447;14,82034405;4,636269553;1,01273647
Healthcare;Bachelor's;28;1,231585615;2112,505955;62,0561219;75,00169578;75,87997325;59,21099496;40,83368798;6;4471,514467;12,67460714;7,105155665;0,975650984
Retail;High School;2;0,455349509;4608,016001;31,65641426;56,39059222;56,2217104;71,84300183;52,73976886;7;2375,988597;7,654742573;7,875973444;1,145097446
Retail;High School;11;0,444130415;3045,596775;46,83206193;79,11187244;98,10979381;69,61910505;77,35445396;2;4725,587537;11,4548022;9,927339565;1,057474549
Education;PhD;10;0,663870158;1322,025729;69,78927588;64,99371342;64,49623813;70,26075616;56,67376121;0;1072,291147;5,504302012;4,108569959;1,143942305
Finance;Bachelor's;15;1,352499917;1128,194903;59,28352091;51,72016042;92,64721017;56,27620906;14,92453421;6;370,7955289;3,302201241;4,699367025;1,112854774
Retail;Bachelor's;17;0,100619894;3094,125969;44,67224403;81,74648651;69,38123126;90,6807863;62,43325574;4;4457,269366;6,581603332;2,490580535;1,219196561
Healthcare;Master's;8;1,361936335;3928,476253;59,80175204;92,94661747;66,15971249;51,78831215;10,66122384;4;4238,40599;7,238646402;2,836657526;1,142803509
Healthcare;Bachelor's;18;0,315329834;4016,775415;27,09334472;67,23848834;96,75792862;76,41133039;72,39683684;6;4962,94938;2,214982619;7,240555023;1,019742486
Retail;Bachelor's;23;1,486120926;1740,90832;44,08985663;69,51477736;68,1661286;83,0939194;63,33088579;0;3396,967441;12,59229602;9,253410311;1,181796811
Finance;Master's;9;1,43678579;1419,110415;67,58771228;94,55108415;69,51439543;60,3734719;34,70285267;7;4683,439633;6,669514231;4,551444565;0,949481965
Healthcare;Bachelor's;25;0,792545265;575,4033702;33,23052723;90,68044067;55,30458898;95,2925096;33,39534437;9;4134,745125;9,545436155;2,618600022;0,741671226
Education;Bachelor's;8;0,817808347;3556,39618;31,15769045;85,74764118;83,52233326;91,92746035;73,86183972;4;4222,131666;2,961521435;3,565895494;0,50141822
Healthcare;Bachelor's;27;0,774169076;844,557163;77,04911959;62,43985319;64,44197072;73,55418647;72,66693535;7;2845,707852;4,274958774;5,095465343;1,059964147
Tech;Bachelor's;14;0,989621104;2393,425408;32,59385778;95,51083275;79,28020839;70,55744662;38,18418835;9;1911,82299;13,56601843;3,615852964;1,090655227
Tech;Master's;28;0,227010383;3207,569738;35,65511478;57,72078788;79,5675852;61,82839626;33,91581825;9;4672,790363;9,912937862;3,102211748;1,472048965
Finance;Bachelor's;26;0,145665128;4716,990252;78,17695633;81,33852597;85,95998478;86,49966123;54,78598311;4;2160,585878;14,35369265;7,623860399;0,861478334
Retail;Bachelor's;25;0,1807841;1903,109616;64,08251422;51,44005903;87,26207431;56,58718998;10,6692528;6;2694,096836;14,98375045;1,070604291;0,894133243
